Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Chez Reavie,98.00,70.53,2017,284.80,66.91,28.64,63.28,70.24,666,,3,0.42,0.76,0.12,0.38,-0.07,1819207
William McGirt,89.00,70.06,2017,284.80,67.23,29.61,57.08,71.15,499,,3,-0.03,-0.07,0.26,-0.19,-0.14,1225005
Francesco Molinari,75.00,69.80,2017,291.90,67.22,28.91,62.95,69.80,1010,,5,-0.09,1.42,0.48,0.84,0.13,2875850
Zac Blair,105.00,69.70,2017,272.70,64.70,28.87,65.50,71.01,364,,1,0.04,-0.04,-0.16,-0.14,0.22,788352
Søren Kjeldsen,58.00,69.21,2017,273.60,62.02,29.00,51.64,71.39,283,,1,0.47,-0.18,-0.42,-0.09,-0.14,722913
Graeme McDowell,56.00,69.15,2017,279.00,62.55,28.20,58.52,70.63,331,,,0.56,0.57,0.09,-0.04,-0.11,639770
Jim Herman,77.00,69.02,2017,292.50,68.07,29.77,56.15,70.93,553,,2,-0.13,0.37,0.42,0.14,-0.07,1205632
Ken Duke,77.00,68.62,2017,274.20,63.69,29.38,56.47,72.08,98,,,-0.45,-0.89,-0.18,-0.26,0.00,225907
Kyle Stanley,104.00,68.55,2017,296.50,70.39,29.63,58.35,69.99,1204,1,5,-0.31,0.95,0.66,0.56,0.04,3402106
Vaughn Taylor,90.00,68.28,2017,282.40,66.67,29.00,60.52,71.04,369,,,0.14,0.11,0.00,0.14,-0.17,797385
Steve Wheatcroft,51.00,68.24,2017,280.50,60.99,28.51,63.64,71.58,138,,1,0.48,-0.16,0.26,-0.95,0.05,309518
Ben Crane,86.00,67.97,2017,278.50,65.68,29.13,59.02,71.09,281,,1,-0.16,-0.22,-0.15,-0.02,0.11,618483
Ryan Moore,82.00,67.90,2017,288.00,65.05,29.04,56.74,70.74,671,,2,-0.02,0.30,-0.01,0.50,-0.17,1751851
Spencer Levin,89.00,67.82,2017,279.00,65.56,29.38,61.10,71.52,201,,1,0.03,-0.40,-0.16,-0.20,-0.07,469730
Steven Alker,69.00,67.54,2017,276.90,65.17,29.14,59.75,71.64,121,,,-0.31,-0.41,-0.29,-0.21,0.40,218681
Chad Campbell,97.00,67.21,2017,285.60,69.07,29.51,64.63,70.51,616,,3,-0.29,0.41,0.04,0.51,0.14,1329941
Alex Cejka,85.00,67.19,2017,282.10,66.45,29.51,61.08,71.46,276,,1,-0.36,-0.45,-0.02,-0.20,0.13,618171
Russell Knox,75.00,67.09,2017,288.00,66.58,29.35,57.46,70.77,669,,4,-0.35,-0.14,0.10,0.18,-0.12,1643924
Kevin Kisner,105.00,67.00,2017,288.70,66.43,28.79,62.50,70.29,1612,1,7,0.39,1.15,0.26,0.33,0.07,4766936
David Hearn,93.00,66.75,2017,281.00,64.71,29.07,61.85,71.11,359,,2,-0.05,-0.10,-0.18,0.02,0.12,800710
Zach Johnson,81.00,66.54,2017,286.80,64.16,28.52,60.08,70.39,839,,4,0.42,0.58,-0.01,-0.01,0.23,2362968
Keegan Bradley,104.00,66.23,2017,299.40,68.93,29.36,59.49,70.44,794,,5,-0.22,0.63,0.63,0.14,0.00,1940478
K.J. Choi,72.00,66.23,2017,282.20,63.05,28.97,60.36,71.62,143,,,0.18,-0.26,-0.14,-0.51,0.21,292716
Roberto Castro,70.00,66.20,2017,280.20,63.89,29.50,60.14,71.81,164,,,-0.45,-0.48,-0.24,0.10,0.03,367362
Kevin Streelman,90.00,66.01,2017,294.00,66.67,29.47,60.04,70.87,541,,2,-0.28,0.17,0.29,0.20,-0.04,1313327
Richy Werenski,81.00,65.92,2017,291.20,67.42,29.31,60.60,71.17,423,,3,0.00,-0.22,0.20,-0.12,-0.30,890262
D.A. Points,68.00,65.83,2017,278.10,66.83,29.56,55.67,71.32,435,1,1,-0.48,-0.41,-0.44,0.42,0.09,893700
Chris Stroud,67.00,65.70,2017,286.80,66.20,29.03,59.33,70.82,627,1,3,-0.13,0.01,-0.09,0.17,0.06,1308445
Tim Wilkinson,64.00,65.68,2017,279.50,63.98,28.67,62.77,70.95,233,,,0.01,-0.05,-0.29,-0.31,0.54,411459
Webb Simpson,102.00,65.51,2017,286.20,65.26,28.52,65.15,70.02,1058,,4,0.05,0.95,-0.04,0.50,0.43,3209646
Brian Gay,82.00,65.47,2017,278.70,63.53,28.32,62.30,70.59,426,,3,0.45,0.28,-0.42,-0.01,0.25,942372
Matt Kuchar,95.00,65.36,2017,285.10,66.60,28.70,65.78,69.81,1260,,6,0.33,1.11,0.16,0.25,0.43,4282489
Lucas Glover,93.00,65.31,2017,298.10,70.08,29.52,60.13,70.14,706,,4,-0.03,0.93,0.50,0.30,0.14,1955822
Emiliano Grillo,90.00,65.29,2017,293.00,67.06,29.28,56.55,70.80,518,,2,-0.17,0.46,0.37,0.28,-0.12,1567015
Kyle Reifers,96.00,65.15,2017,286.10,65.97,29.73,58.44,71.59,241,,,-0.28,-0.42,-0.02,-0.34,0.22,454570
J.J. Spaun,92.00,65.11,2017,291.50,67.12,29.35,59.14,71.00,510,,3,-0.03,-0.07,0.32,-0.12,-0.24,1122611
Rory Sabbatini,71.00,64.91,2017,291.60,67.35,29.34,58.38,70.88,375,,1,-0.36,0.13,0.31,0.15,0.03,741617
Shane Lowry,52.00,64.86,2017,295.10,67.53,29.53,55.51,70.67,361,,1,0.48,1.09,0.58,0.23,-0.28,831411
Martin Laird,83.00,64.82,2017,296.10,65.61,28.92,60.94,70.45,676,,5,0.25,0.81,0.24,0.14,0.20,1759706
Rick Lamb,54.00,64.81,2017,298.00,66.89,29.44,54.03,71.98,269,,1,-0.25,-0.82,0.69,-0.58,-0.68,524372
Sam Saunders,76.00,64.69,2017,293.60,65.24,28.63,58.45,70.92,354,,2,0.14,0.07,0.35,-0.14,-0.28,678117
Brett Stegmaier,78.00,64.66,2017,288.70,66.74,29.97,50.11,72.12,131,,,-0.51,-1.27,-0.14,-0.12,-0.49,271031
John Huh,92.00,64.09,2017,287.10,65.78,29.00,63.65,70.85,382,,2,0.12,0.10,-0.05,-0.02,0.04,767575
Chris Kirk,89.00,63.93,2017,287.00,66.73,29.18,54.73,71.26,467,,3,-0.07,-0.23,-0.32,0.10,0.06,1216047
Scott Brown,95.00,63.89,2017,289.00,64.35,28.69,59.08,70.93,646,,2,0.28,-0.07,0.14,-0.23,-0.26,1748324
Graham DeLaet,82.00,63.68,2017,301.10,68.57,29.41,56.51,70.38,640,,6,0.29,0.77,0.49,0.43,-0.44,1603666
C.T. Pan,88.00,63.68,2017,287.10,67.53,29.74,60.29,71.11,527,,3,-0.01,-0.08,0.05,-0.09,-0.03,1267649
Jason Bohn,75.00,63.67,2017,275.90,63.15,29.39,57.11,72.13,73,,,-0.13,-1.14,-0.69,-0.25,-0.08,165910
Ben Martin,86.00,63.67,2017,291.70,66.60,29.25,58.53,70.95,378,,2,-0.04,0.16,0.14,0.30,-0.23,850319
Miguel Angel Carballo,63.00,63.61,2017,288.10,64.91,29.60,54.72,72.36,81,,,-0.32,-1.36,0.14,-1.04,-0.14,186623
Paul Casey,94.00,63.46,2017,297.00,69.96,29.02,64.52,69.47,1135,,6,0.13,1.54,0.35,0.94,0.12,3906974
Hunter Mahan,73.00,63.40,2017,294.50,64.55,29.58,58.06,71.81,130,,,0.27,-0.57,0.38,-0.89,-0.33,277235
Julián Etulain,68.00,63.34,2017,293.50,66.75,29.13,58.62,71.34,220,,1,0.08,-0.31,-0.04,-0.29,-0.06,448214
Jason Dufner,89.00,63.30,2017,294.50,67.15,29.21,57.72,70.26,1126,1,2,0.00,0.73,0.27,0.52,-0.13,3310341
Rickie Fowler,78.00,63.29,2017,300.50,66.98,28.32,62.85,69.08,1832,1,9,0.85,1.88,0.38,0.41,0.35,6083197
Johnson Wagner,71.00,63.18,2017,288.10,66.93,29.54,55.73,71.43,321,,2,0.12,-0.34,-0.08,-0.09,-0.29,685306
James Hahn,96.00,63.14,2017,293.90,66.09,29.36,60.58,70.93,711,,4,0.04,0.26,0.18,0.02,0.03,1841314
Peter Malnati,91.00,63.10,2017,282.30,62.48,28.40,61.50,71.40,182,,,0.45,-0.18,-0.26,-0.56,0.19,358541
Adam Hadwin,98.00,62.85,2017,290.70,64.89,28.43,63.47,70.58,1347,1,5,0.41,0.64,0.00,0.18,-0.04,3455012
Russell Henley,99.00,62.79,2017,297.60,67.32,28.99,57.22,70.03,1129,1,4,0.43,0.92,0.31,0.20,0.00,3413876
Danny Lee,93.00,62.72,2017,291.10,66.10,28.81,55.43,70.86,697,,4,0.25,0.33,0.04,0.30,-0.26,1611331
Daniel Summerhays,100.00,62.69,2017,286.90,63.02,28.97,56.76,71.20,348,,1,0.11,0.15,-0.05,-0.06,0.05,826124
Jonathan Randolph,68.00,62.67,2017,287.20,62.71,28.90,56.82,71.64,221,,1,-0.08,-0.51,0.03,-0.22,-0.15,511032
Geoff Ogilvy,80.00,62.59,2017,286.50,65.51,29.29,60.85,71.06,390,,1,0.04,-0.15,-0.06,-0.33,0.20,867249
J.J. Henry,92.00,62.58,2017,294.10,69.44,30.42,56.66,71.16,365,,2,-0.43,-0.17,0.21,0.05,0.00,734874
Ian Poulter,72.00,62.55,2017,283.50,64.46,28.44,67.36,70.05,760,,2,0.03,0.94,-0.16,0.57,0.50,2098346
Brendan Steele,89.00,62.28,2017,299.90,67.29,29.40,60.51,70.50,1226,1,4,-0.01,0.77,0.39,0.41,0.09,2907095
David Lingmerth,79.00,62.12,2017,289.80,62.83,28.15,58.53,70.76,437,,1,0.48,0.37,-0.03,0.05,-0.03,1070754
Brian Harman,104.00,62.07,2017,289.60,63.19,28.30,62.74,70.40,1557,1,7,0.60,0.58,0.02,-0.20,0.33,4396470
Brandt Snedeker,53.00,61.98,2017,280.80,66.06,28.50,64.06,70.06,663,,4,0.57,0.86,-0.31,0.50,0.31,1625806
Fabián Gómez,61.00,61.81,2017,285.10,64.69,29.15,58.67,71.61,168,,,-0.01,-0.41,0.02,-0.43,0.01,332352
Michael Thompson,60.00,61.72,2017,284.80,63.69,28.88,58.74,71.21,278,,1,0.84,-0.17,-0.43,-0.37,-0.21,568991
Nick Taylor,97.00,61.66,2017,291.60,66.14,29.38,61.83,70.82,532,,4,-0.19,0.15,0.17,0.05,0.12,1255259
Blayne Barber,77.00,61.62,2017,291.20,67.61,29.08,55.80,71.16,381,,1,0.40,0.01,0.04,-0.12,-0.31,823082
Patrick Cantlay,52.00,61.47,2017,298.90,69.21,29.19,60.15,69.97,578,,2,0.16,1.27,0.62,0.47,0.02,2049632
Pat Perez,93.00,61.46,2017,290.60,66.04,28.66,63.38,70.25,1461,1,5,0.35,0.88,-0.15,0.22,0.44,4361400
Sergio Garcia,65.00,61.08,2017,300.90,69.73,29.38,61.39,69.60,1085,1,2,-0.31,0.94,0.80,0.38,0.18,3522476
Ryan Blaum,100.00,60.94,2017,284.10,65.28,28.82,60.00,70.87,434,,2,0.33,0.05,-0.20,-0.03,-0.06,962768
Rod Pampling,71.00,60.83,2017,287.80,64.01,29.97,52.83,71.86,630,1,1,-0.52,-0.68,-0.11,-0.23,0.18,1539422
Troy Merritt,82.00,60.79,2017,289.80,64.71,28.88,58.51,71.40,265,,1,-0.02,-0.15,-0.12,-0.02,-0.01,569682
Brett Drewitt,57.00,60.73,2017,286.40,64.78,29.36,59.23,72.13,95,,,-0.46,-1.04,-0.21,-0.31,-0.05,184388
Billy Hurley III,80.00,60.57,2017,276.90,63.61,28.76,58.78,71.18,333,,1,0.37,0.11,-0.81,0.43,0.12,719579
Shawn Stefani,72.00,60.53,2017,294.00,67.48,29.28,59.55,70.98,188,,1,-0.06,-0.04,0.01,-0.12,0.12,404377
Kevin Na,86.00,60.46,2017,283.60,65.46,28.79,62.06,70.40,584,,4,0.27,0.76,-0.41,0.63,0.29,1728351
Mark Hubbard,81.00,60.41,2017,282.70,65.39,29.50,58.57,71.87,124,,,-0.20,-0.70,-0.54,0.10,-0.06,267968
Morgan Hoffmann,92.00,60.39,2017,293.90,63.57,28.81,60.14,71.11,565,,1,0.08,-0.06,0.17,-0.42,0.12,1278568
Rafa Cabrera Bello,63.00,60.33,2017,291.00,62.60,28.80,60.74,70.69,615,,4,0.47,0.10,-0.22,-0.17,0.07,1934675
Hudson Swafford,94.00,60.27,2017,305.10,68.21,29.49,55.53,70.62,921,1,4,-0.01,0.31,0.45,0.20,-0.34,2246090
Cameron Percy,71.00,60.18,2017,292.50,69.91,29.78,60.23,71.03,291,,1,-0.21,-0.08,-0.02,0.27,-0.12,623694
Jonas Blixt,74.00,60.10,2017,288.80,61.51,28.16,58.56,71.28,578,1,1,0.54,-0.34,-0.30,-0.61,0.04,1408288
Kelly Kraft,75.00,60.06,2017,291.90,63.15,29.32,53.50,71.49,672,,3,-0.16,-0.68,-0.21,0.16,-0.48,1638045
Daniel Berger,91.00,60.02,2017,296.50,66.93,28.73,62.80,70.12,1623,1,6,0.15,1.03,0.28,0.57,-0.09,4287161
Louis Oosthuizen,69.00,59.98,2017,295.20,65.13,28.91,62.91,70.22,956,,3,0.53,1.18,0.30,0.22,0.19,3105422
Mark Anderson,54.00,59.97,2017,283.80,65.60,29.13,61.18,71.50,98,,1,-0.02,-0.33,-0.15,-0.24,0.08,188806
Sean O'Hair,84.00,59.91,2017,297.20,66.19,29.06,57.52,70.80,707,,5,0.11,0.42,0.25,0.12,-0.10,1873856
Bud Cauley,92.00,59.83,2017,296.00,67.38,29.24,59.21,70.43,666,,5,-0.27,0.56,0.26,0.59,-0.05,1553685
Anirban Lahiri,72.00,59.82,2017,297.00,63.43,28.60,55.06,70.80,667,,2,-0.34,-0.19,0.23,-0.14,0.06,1944289
Greg Chalmers,75.00,59.80,2017,278.00,59.86,28.17,59.26,71.76,156,,,0.32,-0.53,-0.50,-0.53,0.18,344631
Billy Horschel,88.00,59.80,2017,299.50,68.19,29.86,54.47,70.83,1068,1,4,0.08,0.14,0.22,0.02,-0.32,2697960
Tyrone Van Aswegen,105.00,59.79,2017,287.20,66.38,29.36,58.94,71.18,407,,1,-0.32,-0.22,-0.07,0.08,0.09,806410
Michael Kim,94.00,59.71,2017,289.60,65.68,28.96,58.81,70.71,483,,1,0.23,0.25,-0.25,0.16,0.11,1018204
Sung Kang,104.00,59.65,2017,296.40,66.07,29.08,56.98,70.50,798,,3,0.15,0.48,0.26,0.25,-0.18,1943309
Mackenzie Hughes,106.00,59.63,2017,294.30,64.74,29.07,58.64,71.04,974,1,2,0.49,0.17,0.02,-0.40,0.06,2355553
Harold Varner III,101.00,59.61,2017,302.40,67.68,29.69,56.94,70.97,375,,1,-0.40,0.11,0.26,0.33,-0.08,918779
Bubba Watson,71.00,59.58,2017,305.60,63.02,29.28,55.67,71.18,397,,3,-0.19,0.12,0.65,-0.18,-0.20,1223129
Robert Garrigus,78.00,59.52,2017,300.70,69.52,29.46,54.94,70.71,448,,3,-0.46,0.25,0.42,0.48,-0.19,880905
Jordan Spieth,85.00,59.48,2017,295.00,69.97,28.34,61.75,68.85,2671,3,8,0.28,1.99,0.32,0.90,0.43,9433033
Scott Piercy,70.00,59.32,2017,295.10,66.84,29.38,50.00,71.24,532,,4,-0.53,-0.21,0.19,0.31,-0.25,1317452
Chad Collins,66.00,59.31,2017,281.40,60.93,28.47,63.07,71.77,305,,2,0.08,-0.45,-0.57,-0.25,0.29,693743
Jason Kokrak,95.00,59.26,2017,305.70,66.97,29.99,54.90,70.96,490,,1,-0.41,0.07,0.61,0.08,-0.23,1173708
J.T. Poston,95.00,59.24,2017,294.80,65.69,28.79,59.62,70.98,340,,1,-0.12,0.08,0.16,0.05,-0.06,662565
Gary Woodland,94.00,58.90,2017,306.90,69.35,29.76,58.21,70.48,1052,,5,-0.38,0.69,0.43,0.57,0.04,2980225
Jon Rahm,90.00,58.61,2017,305.80,68.79,28.81,63.74,69.56,1754,1,7,0.26,1.87,0.95,0.52,0.06,6123248
Justin Rose,66.00,58.48,2017,300.40,68.19,29.15,59.44,69.70,996,,4,-0.06,1.27,0.56,0.36,0.37,4245308
Brian Campbell,55.00,58.20,2017,296.00,63.29,28.63,56.68,71.92,132,,,0.39,-0.43,0.06,-0.75,-0.13,237537
Branden Grace,70.00,58.19,2017,290.60,66.20,29.36,61.28,70.86,510,,2,-0.25,0.28,0.18,0.17,0.17,1315054
Tag Ridings,67.00,58.18,2017,301.60,65.91,29.19,57.73,71.18,237,,1,0.20,0.03,0.30,-0.36,-0.11,489927
Cameron Tringale,89.00,58.15,2017,280.90,64.39,28.90,58.83,71.34,337,,3,0.13,-0.14,-0.75,0.09,0.40,792814
Bill Haas,92.00,58.05,2017,292.30,67.28,29.09,63.10,70.01,946,,3,0.06,0.76,-0.05,0.40,0.52,2842173
Bryson DeChambeau,91.00,58.04,2017,299.10,65.77,29.15,57.65,70.87,836,1,2,-0.19,0.24,0.42,-0.02,-0.02,1817054
Wesley Bryan,95.00,57.89,2017,279.60,60.92,28.12,61.50,71.06,1046,1,5,0.34,0.17,-0.90,0.42,0.14,2495751
Retief Goosen,52.00,57.79,2017,291.80,63.89,29.09,60.20,71.43,205,,1,-0.43,-0.39,0.00,0.01,0.03,414363
Charley Hoffman,112.00,57.72,2017,298.30,66.13,29.00,56.78,70.35,1498,,7,-0.01,0.78,0.59,0.35,-0.03,4161008
Xander Schauffele,96.00,57.68,2017,306.30,67.74,29.10,56.95,70.16,988,1,3,0.40,0.72,0.55,0.01,-0.09,4312674
Marc Leishman,94.00,57.64,2017,298.10,67.38,28.77,60.99,69.47,1324,1,5,0.36,1.42,0.32,0.41,0.34,5866391
Kevin Chappell,95.00,57.61,2017,304.70,65.05,29.35,56.56,70.78,1015,1,4,-0.30,0.46,0.44,0.29,0.11,3149615
Hideki Matsuyama,83.00,57.61,2017,302.90,69.14,28.96,61.25,69.62,2869,3,7,-0.35,1.06,0.51,0.76,0.35,8380570
Bryce Molder,74.00,57.60,2017,277.00,61.79,28.66,59.14,71.82,109,,,0.38,-0.85,-1.10,-0.43,0.30,216892
Robert Streb,98.00,57.58,2017,294.30,65.19,29.13,58.91,70.70,577,,2,0.00,0.08,-0.16,-0.07,0.31,1588287
Tony Finau,106.00,57.53,2017,309.20,68.96,29.26,59.38,69.99,1024,,6,-0.13,1.15,0.83,0.39,0.07,2838629
Jhonattan Vegas,95.00,57.28,2017,300.80,65.91,29.58,58.15,71.05,1023,1,3,-0.41,0.17,0.39,0.17,-0.06,2944738
Matt Jones,64.00,57.09,2017,302.60,63.10,28.70,63.17,70.72,248,,,0.17,0.28,0.07,-0.47,0.50,510622
Scott Stallings,81.00,57.04,2017,297.60,67.89,29.65,55.51,70.81,438,,3,-0.32,0.02,0.05,0.38,-0.08,955337
Ryan Palmer,61.00,56.94,2017,303.10,65.90,30.08,57.83,71.12,336,,3,-1.16,-0.13,0.53,0.56,-0.06,772560
Byeong Hun An,77.00,56.76,2017,299.90,64.52,29.20,55.93,70.89,468,,3,-0.38,0.62,0.52,0.37,0.07,1236090
Dominic Bozzelli,69.00,56.57,2017,294.40,61.97,28.60,57.75,71.49,394,,3,-0.03,-0.45,0.05,-0.34,-0.13,868519
Jamie Lovemark,98.00,56.54,2017,304.50,65.94,28.87,60.11,70.39,787,,4,-0.02,0.71,0.32,0.18,0.26,1886972
Patrick Reed,107.00,56.52,2017,295.30,62.09,28.33,60.92,70.45,896,,3,0.58,0.89,0.20,-0.05,0.25,3055111
Luke Donald,50.00,56.50,2017,278.50,61.92,28.56,59.88,70.83,424,,1,0.70,0.05,-1.00,-0.08,0.42,958850
Dustin Johnson,77.00,56.44,2017,314.40,69.61,29.00,62.63,69.55,2466,3,7,0.02,1.97,1.07,0.67,0.12,8732193
Brad Fritsch,56.00,56.40,2017,288.30,64.21,29.54,56.42,71.86,74,,,-0.60,-0.72,-0.43,0.24,0.08,166440
Cameron Smith,86.00,56.26,2017,292.60,63.14,28.52,58.64,70.91,847,1,4,0.08,0.50,-0.13,0.15,0.40,2123216
Nicholas Lindheim,58.00,56.19,2017,287.10,65.67,29.25,56.65,72.21,93,,,0.34,-1.29,-0.73,-0.58,-0.31,175107
Grayson Murray,94.00,56.01,2017,308.20,63.95,28.68,53.77,71.06,638,1,2,-0.08,0.06,0.35,-0.03,-0.18,1468728
Tom Hoge,54.00,55.99,2017,285.10,66.06,28.72,60.14,71.33,187,,2,0.02,-0.27,-0.35,0.24,-0.18,373092
Adam Scott,58.00,55.99,2017,306.10,66.87,29.29,59.28,70.00,642,,4,-0.10,1.07,0.52,0.54,0.04,1695144
Jimmy Walker,68.00,55.97,2017,295.70,63.75,28.86,57.92,71.16,439,,1,0.14,0.36,-0.26,0.52,-0.12,1101162
Si Woo Kim,80.00,55.92,2017,288.40,58.84,29.13,55.13,72.25,839,1,2,-0.39,-1.22,-0.24,-0.45,0.11,2681177
Andres Gonzales,73.00,55.75,2017,299.20,67.71,29.06,61.85,71.11,226,,1,0.02,0.02,-0.10,-0.09,0.19,422078
Nick Watney,75.00,55.67,2017,300.90,66.43,29.45,58.99,70.69,386,,1,-0.11,0.17,-0.06,0.59,-0.24,824162
Luke List,102.00,55.63,2017,311.50,69.10,29.52,56.33,70.43,741,,3,-0.43,0.69,0.60,0.44,0.07,1813219
Derek Fathauer,81.00,55.49,2017,286.50,62.81,28.64,53.78,71.57,408,,2,0.09,-0.65,-0.46,-0.14,-0.15,898491
Phil Mickelson,85.00,55.05,2017,293.50,62.85,28.25,60.00,70.17,734,,4,0.34,1.05,-0.06,0.55,0.22,2102599
Rory McIlroy,51.00,54.97,2017,316.70,65.94,28.65,63.12,69.53,803,,6,-0.30,1.21,0.97,0.32,0.10,2430182
Smylie Kaufman,76.00,54.79,2017,304.80,65.26,29.24,55.18,71.43,316,,1,-0.14,-0.18,0.09,-0.06,-0.07,784758
Cody Gribble,79.00,54.77,2017,297.20,62.70,28.53,54.74,71.58,514,1,2,0.46,-0.52,-0.34,-0.59,-0.06,1305554
Charles Howell III,86.00,54.72,2017,296.90,67.01,29.11,62.63,70.37,1102,,5,0.17,0.49,0.02,0.22,0.08,2606383
Ernie Els,52.00,54.48,2017,283.60,56.60,28.52,56.00,72.18,50,,,0.46,-0.69,-0.57,-0.50,-0.07,155926
Sebastián Muñoz,51.00,54.45,2017,296.00,63.15,28.84,56.92,71.26,241,,1,0.36,0.17,0.03,-0.08,-0.14,563900
Camilo Villegas,76.00,54.37,2017,288.70,61.88,28.31,62.35,70.88,464,,2,0.40,0.22,-0.52,0.11,0.24,971420
Ricky Barnes,100.00,54.32,2017,284.90,63.53,28.62,60.10,71.22,324,,,0.26,-0.03,-0.64,0.24,0.11,697624
Whee Kim,74.00,54.32,2017,289.40,62.09,28.12,62.07,70.96,505,,2,0.44,-0.23,-0.67,-0.15,0.16,1125368
Stewart Cink,93.00,54.15,2017,295.80,68.54,29.11,58.53,70.21,583,,3,0.29,1.04,-0.02,0.79,-0.05,1463922
Brooks Koepka,88.00,54.14,2017,310.50,62.28,28.32,56.20,69.85,1736,1,6,0.58,0.95,0.55,0.06,0.02,5612397
Justin Thomas,86.00,54.09,2017,309.30,67.33,28.29,60.54,69.36,2689,4,9,0.33,1.72,0.45,0.74,0.29,9921560
Jason Day,71.00,53.73,2017,306.30,63.98,28.22,59.04,70.12,756,,3,0.35,1.11,0.31,0.00,0.27,2978181
Charl Schwartzel,63.00,53.59,2017,298.40,61.69,28.45,60.50,70.21,727,,3,0.26,0.80,-0.02,0.40,0.13,2156036
Seamus Power,86.00,53.27,2017,298.10,65.63,28.46,63.43,70.54,350,,1,0.17,0.54,-0.07,0.20,0.23,646180
Gonzalo FernandezCastaño,63.00,53.26,2017,292.10,62.20,28.41,64.30,71.48,118,,,0.49,-0.08,-0.38,-0.31,0.12,258162
Trey Mullinax,88.00,53.26,2017,308.80,66.24,29.00,55.91,71.03,330,,1,-0.06,-0.18,0.43,-0.20,-0.17,758141
Seung-Yul Noh,91.00,53.09,2017,298.50,65.58,28.74,59.18,70.96,446,,3,0.24,0.19,-0.54,0.04,0.44,1080706
Patrick Rodgers,76.00,52.90,2017,306.30,65.84,29.85,53.63,71.43,639,,3,-0.07,-0.72,-0.04,-0.53,-0.08,1346322
Martin Flores,88.00,52.79,2017,300.60,70.64,29.86,57.01,70.89,383,,2,0.24,-0.02,-0.02,0.05,-0.28,830057
Patton Kizzire,84.00,52.54,2017,293.00,63.52,29.09,54.31,71.60,519,,3,-0.10,-0.58,-0.74,0.29,-0.02,1110395
Kevin Tway,96.00,52.48,2017,309.20,64.71,28.86,59.03,70.87,619,,3,0.26,0.43,0.29,-0.17,0.05,1472613
Brandon Hagy,85.00,52.46,2017,312.70,64.50,29.06,60.16,70.88,419,,1,0.11,0.29,0.46,-0.39,0.12,861227
Aaron Baddeley,61.00,52.25,2017,292.60,62.57,28.49,59.90,71.48,325,,2,0.04,-0.17,-0.78,0.26,0.31,755356
Carl Pettersson,63.00,51.94,2017,280.20,57.91,28.34,53.91,72.42,74,,,0.17,-1.28,-1.12,-0.39,0.05,164621
Ryo Ishikawa,56.00,51.92,2017,288.80,63.29,28.86,57.84,71.99,148,,1,-0.20,-1.13,-0.58,-0.33,-0.02,319748
Ollie Schniederjans,92.00,51.89,2017,300.70,66.03,29.15,58.65,70.70,882,,5,-0.02,0.38,0.13,0.31,-0.03,1935669
Ryan Brehm,83.00,51.13,2017,310.50,67.50,29.55,57.14,71.18,188,,,-0.15,-0.16,0.14,-0.06,-0.10,396258
Harris English,84.00,49.80,2017,301.20,63.73,28.71,59.79,70.85,397,,2,0.37,0.02,-0.64,0.14,0.17,864959
J.B. Holmes,83.00,49.75,2017,306.40,62.19,28.88,56.12,70.66,543,,2,-0.03,0.52,0.53,0.04,0.14,1353584
Matt Every,76.00,48.41,2017,297.70,60.16,28.94,48.01,72.67,175,,,-0.27,-1.45,-0.73,-0.14,-0.31,351412
Andrew Loupe,55.00,45.93,2017,311.30,59.83,29.63,50.27,72.80,105,,1,-0.24,-1.42,-0.35,-0.42,-0.40,273070
Steven Bowditch,59.00,45.37,2017,287.30,53.54,29.20,51.96,74.40,9,,,-0.15,-2.89,-1.72,-1.26,0.24,24650
Colt Knost,90.00,73.36,2016,269.70,65.25,28.83,61.90,70.79,803,,3,0.38,0.32,-0.18,0.26,-0.14,1594587
Thomas Aiken,70.00,72.36,2016,290.50,70.20,30.08,56.21,71.33,268,,,0.01,0.16,0.44,0.10,-0.39,347686
Jerry Kelly,76.00,71.20,2016,278.20,66.67,29.17,64.04,70.94,692,,2,-0.21,0.17,0.01,0.43,-0.06,1328657
Brian Stuard,66.00,71.07,2016,277.70,63.30,28.76,62.16,71.24,680,1,1,-0.02,-0.09,-0.10,-0.11,0.14,1666014
Zac Blair,99.00,69.86,2016,275.30,62.34,28.69,62.73,71.49,553,,2,0.20,-0.37,-0.07,-0.50,0.00,903459
Roberto Castro,97.00,69.37,2016,284.20,69.13,29.25,60.11,70.59,810,,3,-0.26,0.59,0.22,0.44,0.19,2520574
Jim Furyk,52.00,69.09,2016,280.80,68.27,29.71,57.24,70.13,591,,3,0.07,0.53,-0.23,0.47,0.23,1538204
Russell Knox,92.00,68.51,2016,285.80,69.73,29.52,61.86,70.32,2001,2,4,-0.05,0.51,0.13,0.36,0.07,4885906
John Huh,86.00,68.30,2016,284.70,66.21,29.07,62.09,71.10,526,,3,-0.21,-0.05,0.02,0.07,0.07,1007219
Chez Reavie,90.00,68.22,2016,287.30,68.09,29.05,62.75,70.66,630,,2,-0.26,0.50,0.26,0.57,-0.07,1086964
David Toms,62.00,67.98,2016,269.70,65.50,29.21,61.04,70.87,455,,1,0.13,0.38,-0.39,0.36,0.28,774522
